stress_id,c6_x,c6_y,gt_x,gt_y,scenario,difficulty,architecture,source_pair_id,c9_x,c9_y,candidate_score,candidate_agreement,c6_error_px,c9_error_px,jump_px,improvement_px,final_x,final_y,accepted,decision_reason,final_error_px,regression,catastrophic_final
63,406.0,514.0,405.0,514.0,combined,hard,dram,7,406.0,514.0,0.6910169129002698,0.5,1.0,1.0,0.0,0.0,406.0,514.0,False,cell6_already_good,1.0,False,False
64,94.0,381.0,94.0,381.0,reference_brightness,easy,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
65,94.0,381.0,94.0,381.0,search_brightness,easy,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
66,94.0,381.0,94.0,381.0,contrast_mismatch,medium,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
67,94.0,381.0,94.0,381.0,noise,medium,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
68,94.0,381.0,94.0,381.0,blur,medium,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
69,94.0,381.0,94.0,381.0,illumination,medium,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
70,94.0,381.0,94.0,381.0,reference_rotation,hard,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
71,94.0,381.0,94.0,381.0,reference_scale,hard,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
72,94.0,381.0,94.0,381.0,combined,hard,dram,8,94.0,381.0,0.7971492993149109,0.25,0.0,0.0,0.0,0.0,94.0,381.0,False,cell6_already_good,0.0,False,False
73,357.0,352.0,357.0,352.0,reference_brightness,easy,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
74,357.0,352.0,357.0,352.0,search_brightness,easy,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
75,357.0,352.0,357.0,352.0,contrast_mismatch,medium,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
76,357.0,352.0,357.0,352.0,noise,medium,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
77,357.0,352.0,357.0,352.0,blur,medium,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
78,357.0,352.0,357.0,352.0,illumination,medium,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
79,357.0,352.0,357.0,352.0,reference_rotation,hard,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
80,357.0,352.0,357.0,352.0,reference_scale,hard,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
81,357.0,352.0,357.0,352.0,combined,hard,dram,9,357.0,352.0,0.6801292306789253,0.5,0.0,0.0,0.0,0.0,357.0,352.0,False,cell6_already_good,0.0,False,False
82,695.0,449.0,695.0,449.0,reference_brightness,easy,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
83,695.0,449.0,695.0,449.0,search_brightness,easy,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
84,695.0,449.0,695.0,449.0,contrast_mismatch,medium,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
85,695.0,449.0,695.0,449.0,noise,medium,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
86,695.0,449.0,695.0,449.0,blur,medium,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
87,695.0,449.0,695.0,449.0,illumination,medium,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
88,695.0,449.0,695.0,449.0,reference_rotation,hard,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
89,695.0,449.0,695.0,449.0,reference_scale,hard,dram,10,695.0,449.0,0.7848510997759723,0.5,0.0,0.0,0.0,0.0,695.0,449.0,False,cell6_already_good,0.0,False,False
90,695.0,450.0,695.0,449.0,combined,hard,dram,10,695.0,450.0,0.7848510997759723,0.5,1.0,1.0,0.0,0.0,695.0,450.0,False,cell6_already_good,1.0,False,False
91,802.0,568.0,802.0,568.0,reference_brightness,easy,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
92,802.0,568.0,802.0,568.0,search_brightness,easy,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
93,802.0,568.0,802.0,568.0,contrast_mismatch,medium,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
94,802.0,568.0,802.0,568.0,noise,medium,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
95,802.0,568.0,802.0,568.0,blur,medium,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
96,802.0,568.0,802.0,568.0,illumination,medium,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
97,802.0,568.0,802.0,568.0,reference_rotation,hard,dram,11,802.0,568.0,0.6123394612063476,0.5,0.0,0.0,0.0,0.0,802.0,568.0,False,cell6_already_good,0.0,False,False
98,801.0,568.0,802.0,568.0,reference_scale,hard,dram,11,801.0,568.0,0.6123394612063476,0.5,1.0,1.0,0.0,0.0,801.0,568.0,False,cell6_already_good,1.0,False,False
99,803.0,568.0,802.0,568.0,combined,hard,dram,11,803.0,568.0,0.6123394612063476,0.5,1.0,1.0,0.0,0.0,803.0,568.0,False,cell6_already_good,1.0,False,False
100,434.0,833.0,434.0,833.0,reference_brightness,easy,dram,12,434.0,833.0,0.7419379167240515,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
101,434.0,833.0,434.0,833.0,search_brightness,easy,dram,12,434.0,833.0,0.7419379167631555,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
102,434.0,833.0,434.0,833.0,contrast_mismatch,medium,dram,12,434.0,833.0,0.7419379167240515,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
103,434.0,833.0,434.0,833.0,noise,medium,dram,12,434.0,833.0,0.7419379167631555,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
104,434.0,833.0,434.0,833.0,blur,medium,dram,12,434.0,833.0,0.7419379167240515,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
105,434.0,833.0,434.0,833.0,illumination,medium,dram,12,434.0,833.0,0.7419379167631555,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
106,434.0,833.0,434.0,833.0,reference_rotation,hard,dram,12,434.0,833.0,0.7419379167240515,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
107,434.0,832.0,434.0,833.0,reference_scale,hard,dram,12,434.0,832.0,0.7419379167631555,1.0,1.0,1.0,0.0,0.0,434.0,832.0,False,cell6_already_good,1.0,False,False
108,434.0,833.0,434.0,833.0,combined,hard,dram,12,434.0,833.0,0.7419379167240515,1.0,0.0,0.0,0.0,0.0,434.0,833.0,False,cell6_already_good,0.0,False,False
109,101.0,226.0,101.0,226.0,reference_brightness,easy,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
110,101.0,226.0,101.0,226.0,search_brightness,easy,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
111,101.0,226.0,101.0,226.0,contrast_mismatch,medium,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
112,101.0,226.0,101.0,226.0,noise,medium,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
113,101.0,226.0,101.0,226.0,blur,medium,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
114,101.0,226.0,101.0,226.0,illumination,medium,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
115,101.0,226.0,101.0,226.0,reference_rotation,hard,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
116,101.0,226.0,101.0,226.0,reference_scale,hard,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
117,101.0,226.0,101.0,226.0,combined,hard,dram,13,101.0,226.0,0.7833857621917016,0.5,0.0,0.0,0.0,0.0,101.0,226.0,False,cell6_already_good,0.0,False,False
118,136.0,264.0,136.0,264.0,reference_brightness,easy,dram,14,136.0,264.0,0.6391040216833532,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
119,136.0,264.0,136.0,264.0,search_brightness,easy,dram,14,136.0,264.0,0.6391040306795144,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
120,136.0,264.0,136.0,264.0,contrast_mismatch,medium,dram,14,136.0,264.0,0.6391040216833532,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
121,136.0,264.0,136.0,264.0,noise,medium,dram,14,136.0,264.0,0.6391040306795144,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
122,136.0,264.0,136.0,264.0,blur,medium,dram,14,136.0,264.0,0.6391040216833532,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
123,136.0,264.0,136.0,264.0,illumination,medium,dram,14,136.0,264.0,0.6391040306795144,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
124,136.0,264.0,136.0,264.0,reference_rotation,hard,dram,14,136.0,264.0,0.6391040216833532,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
125,136.0,264.0,136.0,264.0,reference_scale,hard,dram,14,136.0,264.0,0.6391040306795144,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
126,136.0,264.0,136.0,264.0,combined,hard,dram,14,136.0,264.0,0.6391040216833532,0.25,0.0,0.0,0.0,0.0,136.0,264.0,False,cell6_already_good,0.0,False,False
127,342.0,777.0,342.0,777.0,reference_brightness,easy,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
128,342.0,777.0,342.0,777.0,search_brightness,easy,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
129,342.0,777.0,342.0,777.0,contrast_mismatch,medium,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
130,342.0,777.0,342.0,777.0,noise,medium,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
131,342.0,777.0,342.0,777.0,blur,medium,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
132,342.0,777.0,342.0,777.0,illumination,medium,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
133,342.0,777.0,342.0,777.0,reference_rotation,hard,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
134,342.0,777.0,342.0,777.0,reference_scale,hard,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
135,342.0,777.0,342.0,777.0,combined,hard,dram,15,342.0,777.0,0.7489690862175163,0.5,0.0,0.0,0.0,0.0,342.0,777.0,False,cell6_already_good,0.0,False,False
136,556.0,773.0,556.0,773.0,reference_brightness,easy,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
137,556.0,773.0,556.0,773.0,search_brightness,easy,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
138,556.0,773.0,556.0,773.0,contrast_mismatch,medium,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
139,556.0,773.0,556.0,773.0,noise,medium,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
140,556.0,773.0,556.0,773.0,blur,medium,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
141,556.0,773.0,556.0,773.0,illumination,medium,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
142,556.0,773.0,556.0,773.0,reference_rotation,hard,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
143,556.0,773.0,556.0,773.0,reference_scale,hard,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
144,556.0,773.0,556.0,773.0,combined,hard,dram,16,556.0,773.0,0.7285653755386066,0.25,0.0,0.0,0.0,0.0,556.0,773.0,False,cell6_already_good,0.0,False,False
